Q2.1,feedback_recommender_27,Open Source Developer,"recommendation on:
-Documentation and coding style for sure
-Architecture patterns. - structure would be great,
-Error handling and defects - but I think this is difficult
-Test coverage and test quality perhaps..
-Performance monitoring (did I have added a performance bug in my change?)
-Security  (did I have added a security issue in my change?)"
Q2.1,feedback_recommender_28,Industrial Developer,"Feedback on production and test code for quality issues (e.g., 
structure, coverage, suggestions on how to refactoring production and test code, etc.), documentation & coding style and possibly performance issues."
Q2.1,feedback_recommender_29,Senior Researcher,Is the code ready to be merged. 
Q2.1,feedback_recommender_30,Open Source Developer,"Style, coverage, lint, and automated test suite output."
Q2.1,feedback_recommender_31,Industrial Developer,"Like linters do, comments of style and static analysis feedback like dead/duplicate code."
Q2.1,feedback_recommender_32,Other Occupation,None
Q2.1,feedback_recommender_33,Industrial Developer,"interface, logic, resources, security aspect, feedback on how to improve performance of my code (if possible), quality of test and production code...
usually structure, style/documentation are easier to detect and developers are more prone to give feedback on this."
Q2.1,feedback_recommender_34,Industrial Developer,"possibly feedback on all issues related to doc/style/structure, interface, logic, resource, security, check large defect, configuration ASATs and CD/CI scripts"
Q2.1,feedback_recommender_35,Industrial Developer,"I think tools should be able to recognize, from the last change what shoul be the focus of the review: if I change somethig, he tools should give me feedback on what I have to change, add and or improve/delete."
Q2.1,feedback_recommender_36,Industrial Developer,"would be could on the structure and quality of my code first, then on the performance of it, the less critical stuff, like doc/style/structure."
Q2.1,feedback_recommender_37,Industrial Developer,"again , feedback on performance, security, style, documentation, logic"
Q2.1,feedback_recommender_38,Industrial Developer,"for sure on doc, style structure, resource, large defects."
Q2.1,feedback_recommender_39,Industrial Developer,"anything could be automated, without waiting feedback of other developers: doc, styl, structure, interface,  resources. I guess logic  and large defects are difficult to automate."
Q2.1,feedback_recommender_40,Industrial Developer,"would be nice feedback on how to improve my style, structure, and quality of tests"
Q2.1,feedback_recommender_41,Industrial Developer,Comments on certain lines of code were improvement is possible.
Q2.1,feedback_recommender_42,Industrial Developer,"possibly feedback on the required changes, especially on the one that i usually do not receive feedback.."
Q2.1,feedback_recommender_43,Industrial Developer,"performance, logic, style, and configuration aspects"
Q2.1,feedback_recommender_44,Industrial Developer,"feedback on the quality of my test and production code, as quell as in doc, structure, resource, other changes, resources :)"
Q2.1,feedback_recommender_45,Industrial Developer,"I would aspect tools recommending what to improve in my code, for example suggesting refactoring operations to simplify my code, too complex and too difficult pat of my code (the logic is too difficult too get), detect redundant/cloned/useless code (to simplify it)."
Q2.1,feedback_recommender_46,CS Student,to improve my code
Q2.1,feedback_recommender_47,Open Source Developer,"tool for automatically help developers configuring cd/c, runtime, static analysis tools & detect issues on

structure (test and production code)
documentation
logic
resources
"
Q2.1,feedback_recommender_48,Industrial Developer,"documentation, structure and logic"
Q2.1,feedback_recommender_49,Industrial Developer,all elements of the taoxnomy
Q2.1,feedback_recommender_50,Industrial Developer,"feedback on all elements of the taxonomy, but usually we receive them just on structure, documentation and some times logic"
Q2.1,feedback_recommender_51,Open Source Developer,do not know/do not want to say
Q2.1,feedback_recommender_52,Industrial Developer,"on other changes (configuration cd/ci and static analysis tools), resources, logic, check, structure, as developers usually provide feedback on structure and documentation. "
Q2.2,envision_automation_1,Industrial Developer,Machine-Learning code-review bot that is trained by the manual code review process and can later on (with enough training data) be used to pre-screen changesets - possibly identifying a lot of possible issues before any human reviews the code.
Q2.2,envision_automation_2,Other Occupation,"I really do not understand the question; what do you mean by ""what kind of automation""? Sorry that I cannot be of any help here"
Q2.2,envision_automation_3,Industrial Developer,"Remove unused code
Replace deprecated code when possible, otherwise fail the build"
Q2.2,envision_automation_4,Other Occupation,Style should be corrected and logic highlighted
Q2.2,envision_automation_5,Senior Researcher,"Checking, for example, if I am using the same name conventions of the codebase"
Q2.2,envision_automation_6,CS Student,"Static code analysis (checking for dead code, correct function calls, ...)"
Q2.2,envision_automation_7,CS Student,Styling issue detection; duplicate code detection; semantical duplicate detection;  case analysis; performance analysis
Q2.2,envision_automation_8,Open Source Developer,"- Similar Code --> Refactoring suggestion
- Pattern recognition and also some suggestion for setup the correct pattern
- automated Documentation generation would be really cool=)"
Q2.2,envision_automation_9,Senior Researcher,defect prediction and property level estimation for blocks of code
Q2.2,envision_automation_10,Senior Researcher,"On the style: would be interesting to have a tool for evaluating my style consistency with respect to the whole project (the style applied in the organization). 

documentation: documentation is usually not update and often incomplete. it would be great to have some automation to highlight the most relevant change that are needed to make it more complete and/or less inconsistent with the test/production code.

structure: it would be also interesting to get feedback 
- on the introduced  duplicated-dead code, 
- test/code smells (bad design choices) added and/or overal test/code quality and readability in general. 
etc.

Possibly recommendation on 
- runtime configurations,
 - data & resource utilisation."
Q2.2,envision_automation_11,Industrial Developer,Something very similar to static analysis tools (e.g. clang-tidy for C++).
Q2.2,envision_automation_12,Industrial Developer,"I'd hope for a tool that would compare variables, statements and function calls not only against syntax definitions but against similar variables, statements and function calls from the codebase being changed, enabling a developer to adapt to local naming customs, and to see (and match) existing examples of the code being reviewed. "
Q2.2,envision_automation_13,Other Occupation,Something integrated with the development environment that is able to recognize the problems during the insertion and not later on
Q2.2,envision_automation_14,Senior Researcher,I expect the automation of the style and (to some extent) documentation issues. it would also be nice to automate the organization of the proposed solution. I am not sure if it is possible to automate the solution itself.
Q2.2,envision_automation_15,Industrial Developer,strong naming suggestion. I think we can have word-net for naming or something like it.
Q2.2,envision_automation_16,CS Student,Fix linter style warnings
Q2.2,envision_automation_17,CS Student,automatically fix basic and common issue (e.g. style and documenation) or give suggestions.
Q2.2,envision_automation_18,Senior Researcher,"I do not think that the process of code review is automatable. The easy things like test coverage or style breaks can already be checked easily with state-of-the-art tools like Maven, the rest does not follow easy to formulate rules and depends a lot on experience."
Q2.2,envision_automation_19,Other Occupation,I'd like an automation pointing out to developers whether and where they have written highly inefficient code (like implementation with high space or time complexity)
Q2.2,envision_automation_20,Industrial Developer,"I think a tool that can automatically recognize team ""culture"" and detect deviation from it, would be helpful in the reviewing process. By team culture I mean how team members name variables, where they put functionalities, how they document their code, and so on. "
Q2.2,envision_automation_21,Industrial Developer,"I would like to have a summary of all required changes in my patch. Usually, depending on the reviewers experience and skills you get different types of feedback. It would be great to have a comprehensive tool that provide all these feedback in one shot, maybe prioritized or ranked according to the priorities/policies of the organization."
Q2.2,envision_automation_22,Senior Researcher," I would try to understand which problems are recurrent in code reviews, e.g.,  defining patterns and anti-patterns characterizing the ""code review process and collaborations"".  The I would automatically leverage tools for detecting such anti-patterns to highlight potential problems. Many of problems we face during code review are related to the miss match between expectations and outcomes of a code review. Reviewer provide feedback that are not exhaustive or timely reported. This makes often code reviews unproductive. A simple automation toward this direction could be predicting the required code review changes."
Q2.2,envision_automation_23,Senior Researcher,N.A
Q2.2,envision_automation_24,Industrial Developer," I would expect  static tools profiling my changes and providing me feedback encapsulating aspects related to coding or documentation styles, recommendations regarding configuration of tools, and possible, reference to alternative solution to a given problem (e.g., from StackOverflow or other sources). Clearly, even recommendation on the general required changes on a submitted patch would be really useful in my opinion."
Q2.2,envision_automation_25,Senior Researcher,change explanation
Q2.2,envision_automation_26,Senior Researcher,"Mostly regarding style, interface, organization"
Q2.2,envision_automation_27,Open Source Developer,"It would be great to have automation that not only provide information on the performed change, but actually predict issues and/or is able to answer the following questions automatically:

- did I have introduced imperfections at the level of documentation and coding style..?
- did I have introduced imperfections at the level of Architecture patterns. ?
- did I have introduced imperfections at the level of Error handling and defects?
- did I have introduced imperfections at the level of Test coverage and test quality?
- did I have added a performance bug in my change?
- did I have added a security bug in my change?

Clearly having the location (e.g., the set of files) where the problem was introduced would be relevant too..
"
Q2.2,envision_automation_28,Industrial Developer,"Let me say that I would like automated feedback on production and test code for quality issues (e.g.,  structure, coverage, suggestions on how to refactoring production and test code, etc.), documentation & coding style and possibly performance issues; Performance and Security issues

From one side code and code changes metrics + code change patters 
would a useful information to study previous changes in the software and its documentation to learn more about upcoming (and recurrent) mistakes.
I would mine this information with some data mining techniques and machine learning to learn these patterns and/or identify some of the problems.
Ont top of this, I think auto-fixing strategies could be envisioned.

I'm a cloud developers, i.e., I dealing with cloud native (or aware) applications.
In my context, I have to dealing with several
- code and test quality checks
- performance issues; 
- security issues;
- etc.

It would be great to have tool measuring the cloud ""nativeness"" of my application, for example can we in code review  test or verify properties like ""resiliency, elasticity, low-coupling of microservices?"" This would be really useful for us and is something not available at code review and testing level."
Q2.2,envision_automation_29,Senior Researcher,Auto check my code for styling and for potential logical or integration issues.
Q2.2,envision_automation_30,Open Source Developer,"Before merge into the development/master branch, verification with a battery of tests (coverage/unit tests/integration tests/linting), and reported in a way that can be easily comprehended. "
Q2.2,envision_automation_31,Industrial Developer,Finding code paths that are not tested and highlighting for easy viewing. Finding places where a variable is prone to mutation where it should be copied to avoid bugs.
Q2.2,envision_automation_32,Other Occupation,Security
Q2.2,envision_automation_33,Industrial Developer,"solutions summarizing the main problem affecting my patch, thus not a single individual feedback in one aspect, I would use some static analysis, novel metrics and summarization techniques for generating feedback related to:

interface, logic, resources, security aspect, feedback on how to improve performance of my code (if possible), quality of test and production code...

"
Q2.2,envision_automation_34,Industrial Developer,"an unified tools that provides feedback that senior developers would give me in practice, but on all issues related to doc/style/structure, interface, logic, resource, security, check large defect, configuration ASATs and CD/CI scripts"
Q2.2,envision_automation_35,Industrial Developer,"something that support me to focus on the minimal changes required for that specific review,. Each review has its own story and minimizing the feedback to the one that are relevant would be ideal to reduce the time of the review process"
Q2.2,envision_automation_36,Industrial Developer,"automation should consider more recent concept of CD, CI, and automated testing, summarization techniques, thus providing feedback on: the way a CD/CI pipeline is structured or is efficient, when the test is not of good quality suggest replacement of test suite or test methods. Summarization techniques could be useful to provide all these information in an unified manner."
Q2.2,envision_automation_37,Industrial Developer,I would define lightweight (not expensive metrics to compute) metrics to measure performance aspects..
Q2.2,envision_automation_38,Industrial Developer,"automation aimed at proposing solutions to issues like doc, style structure, resource, large defects. I would imagine an automation that provide different solutions, but developers can select the best one."
Q2.2,envision_automation_39,Industrial Developer,"something to detect, logic imperfection compared for example the actual documentation, detection performance/resource issues, and autofixes for more common problems related to doc, style, structure"
Q2.2,envision_automation_40,Industrial Developer,"something that leverage automatic test cases generation strategies to produce better tests, or provide replacement for tests submitted for review or roviding feedback on the quality of my test code."
Q2.2,envision_automation_41,Industrial Developer,In line sugestions while developing.
Q2.2,envision_automation_42,Industrial Developer,"something that give me feedback on what improve in the artefact composing my patch, like an automated CodeReviewDoctor analyzing my patch and providing feedback on the status of the patch itself and what to change of it. This by analyzing the introduced changes, added files, etc."
Q2.2,envision_automation_43,Industrial Developer,for example lightweight metrics highlighting whether my code introduced performance issues.
Q2.2,envision_automation_44,Industrial Developer,"a comprehensive tools highlighting the changes to to perform or the defects introduced while introducing  (or evolving)  my patch, this would be really helpful."
Q2.2,envision_automation_45,Industrial Developer,"As recommendation, I think refactorings in Code reviews should not only consider the degree of cohesion and coupling between classes only, it should also consider the degree of comprehensibility of the test and production code.

Refactoring operations should be recommended in order to simplify the way the logic of the system is implemented (removing too complex branch and conditional statements, etc.). Thus, metrics modelling, readability,  logic and comprehensibility of implemented test and production code is something desirable.

Tool recommenting the files to potentially modify maybe also specifying the specific change to perform. I think this should be possible wish some historical analysis of changes.

Recomending reviewers according to their code ownership, the fact that they introduced previous similar changes (or similar structural or semantic clones).
Having reviwers that have implemented similar stuff would be useful to detect redundant/cloned/useless code to simplify it.

Tool to directly detect redundant/cloned/useless code to simplify it.


"
Q2.2,envision_automation_46,CS Student,not sure about it.
Q2.2,envision_automation_47,Open Source Developer,"on the configuration level would be great to have tool suggesting
what to change over the time. For example when configuring a CD and CI pipelines, what i need to change to improve the overall developers productivity and development process. We would need metrics measuring the efficiency of a CD/CI pipeline and then understand which configuration and/or steps of the pipeline could be optimized at the configuration level. 
"
Q2.2,envision_automation_48,Industrial Developer,"as cloud developers, something to ensure the quality of my cloud applications,
in terms of performance and software quality. Thus, tools, giving me feedback on the quality of my patch, whether a new version of my patch improved in the aspects mentioned in the taxonomy. Thus, some automation based on static/dynamic analysis to provide me such information."
Q2.2,envision_automation_49,Industrial Developer,all elements of the taoxnomy
Q2.2,envision_automation_50,Industrial Developer,NA
Q2.2,envision_automation_51,Open Source Developer,do not know/do not want to say
Q2.2,envision_automation_52,Industrial Developer,not sure how to answer this
Q2.3,automation_doc_1,Industrial Developer,"check completeness and correctness of javadoc tags with respect to rules defined by team (we try to avoid in-code documentation altogether, instead making the code easily readable to a point where javadoc is superfluous - so that's rather irrelevant for us. IDEs/compilers can already perform the tedious correctness checks if told to do so). A nice addition would be spell-checking, maybe providing suggested fixes."
Q2.3,automation_doc_2,Other Occupation,"I really do not understand the question; what do you mean by ""what kind of automation""? Sorry that I cannot be of any help here"
Q2.3,automation_doc_3,Industrial Developer,Fix typos
Q2.3,automation_doc_4,Other Occupation,Full
Q2.3,automation_doc_5,Senior Researcher,Check the use of names that are not used in the codebase
Q2.3,automation_doc_6,CS Student,"Checking for completeness (listing of parameters, exceptions, return values for methods)"
Q2.3,automation_doc_7,CS Student,too much comments --> red flag; not sticking to documentation guidelines like Javadoc -> red flag
Q2.3,automation_doc_8,Open Source Developer,"- An alert --> where is a lack of documentation?
- Documentation suggestions?
- auto-generated readme file --> how to setup the application for developing"
Q2.3,automation_doc_9,Senior Researcher,auto-doc gen which comments automatically and functionally with respect to code areas
Q2.3,automation_doc_10,Senior Researcher,documentation is usually not update and often incomplete. it would be great to have some automation to highlight the most relevant change that are needed to make it more complete and/or less inconsistent with the test/production code.
Q2.3,automation_doc_11,Industrial Developer,"Suggestions for naming fixes (cammelCase, underscore_). I often mix it up, because I happen to work with Qt that prefers cammelCase and C++ that is more fond of underscores."
Q2.3,automation_doc_12,Industrial Developer,A diff between the source and the documentation that listed definitions that needed to be written up in the documentation.
Q2.3,automation_doc_13,Other Occupation,"As regards comments, something that is able to properly determine the goal of the entity that needs to be commented; as regard naming something that is able to suggest a proper name to assign to an entity based on the naming conventions."
Q2.3,automation_doc_14,Senior Researcher,"in Terms of Java, I would expect that the tool could help generating the javadocs,  the license header, fix the naming conventions if possible, propose some comments (maybe templates), suggest the right modifiers. Pretty much everything."
Q2.3,automation_doc_15,Industrial Developer,extract real UML diagrammes from the code
Q2.3,automation_doc_16,CS Student,"Inconsistency check (e.g., suggest documentation edit when a related code fragment changed)"
Q2.3,automation_doc_17,CS Student,"fix function & class documentation, add basic documentation or make a suggestion"
Q2.3,automation_doc_18,Senior Researcher,None. Sorry. :)
Q2.3,automation_doc_19,Other Occupation,Both method and variable naming according to a project convention
Q2.3,automation_doc_20,Industrial Developer,Detection of the right places to put comments
Q2.3,automation_doc_21,Industrial Developer,"detection and auto-fix would be great, as they are usually related to recurrent problem, but again in some cases the detection of the problem would be already of great help for me. I do not want waste time of other developers with always the same issue, I think such a tool would make life of developers better."
Q2.3,automation_doc_22,Senior Researcher,"as explained before I  I would try to understand which problems are recurrent in code reviews, e.g.,  defining patterns and anti-patterns characterizing the ""software documentation"", then  defining solutions around it."
Q2.3,automation_doc_23,Senior Researcher,N.A
Q2.3,automation_doc_24,Industrial Developer,"I would expect  static tools profiling my changes in the documentation and providing me feedback encapsulating aspects related to coding or documentation styles. Clearly, even recommendations on the general required changes on a submitted patch would be really useful in my opinion."
Q2.3,automation_doc_25,Senior Researcher,tractability issue
Q2.3,automation_doc_26,Senior Researcher,"Correcting names, typos and modifiers"
Q2.3,automation_doc_27,Open Source Developer,"We require comprehensive, clear documentation and strict, simple coding style. We have our own Android code guidelines and use Android coding guidelines for contributors as a basis. Clean Code: A Handbook of Agile Software Craftsmanship� (has recommendations on clean coding and code styling).
It would be great to have tools  able to answer the following questions automatically:
- did I have introduced imperfections at the level of documentation and coding style..?
Again, having the location (e.g., the set of files) where the problem was introduced would be relevant too.."
Q2.3,automation_doc_28,Industrial Developer,"Let me say that I would like automated feedback on production and test code for quality issues (e.g.,  structure, coverage, suggestions on how to refactoring production and test code, etc.), documentation & coding style and possibly performance issues; Performance and Security issues
From one side code and code changes metrics + code change patters 
would a useful information to study previous changes in the software and its documentation to learn more about upcoming (and recurrent) mistakes.
I would mine this information with some data mining techniques and machine learning to learn these patterns and/or identify some of the problems.
Ont top of this, I think auto-fixing strategies could be envisioned."
Q2.3,automation_doc_29,Senior Researcher,Maybe auto fill 
Q2.3,automation_doc_30,Open Source Developer,Lint on documentation formatting to match a style.  Tools like `markdownlint` or some spell/grammar checkers that work only on docs files or on code/docs files.
Q2.3,automation_doc_31,Industrial Developer,Naming inconsistencies like using snake case or camel case or pascal case in some variation.
Q2.3,automation_doc_32,Other Occupation,N
Q2.3,automation_doc_33,Industrial Developer,"i would use NLP parsing to detect recsurent issues, providing auto-fix solutions"
Q2.3,automation_doc_34,Industrial Developer,"there are many tools for detecting such issues, very few on proposing patches. Tools based on some text mining and nlp analysis to detect patterns used o correct mistakes in the documentation."
Q2.3,automation_doc_35,Industrial Developer,"for example,  detection and auto-fix are still not available for code review, but they should be suggested only when this is relevant for the review. Metrics based on static, dynamic analysis or detection strategies based on some nlp a alysis and similar approaches would be useful here I guess."
Q2.3,automation_doc_36,Industrial Developer,"i think tools like pmd, checkstyle alread y detect such problems, but are not always so accurate.."
Q2.3,automation_doc_37,Industrial Developer,"i think tools for this already exists, find bugs, pmd , checkstyles.."
Q2.3,automation_doc_38,Industrial Developer,"study with nlp, or other analysis recurrent patterns on how to write or not to write docs and provide potential fixes/solutions - the developers can keep the solutions they prefer"
Q2.3,automation_doc_39,Industrial Developer, autofixes
Q2.3,automation_doc_40,Industrial Developer,detection of recurrent problems and auto-fixes (or recommendation of potential solutions?)
Q2.3,automation_doc_41,Industrial Developer,Signaling when a function/class/object was incorrectly named and not found in the solution.
Q2.3,automation_doc_42,Industrial Developer,something that give me feedback on the quality of my documentation.
Q2.3,automation_doc_43,Industrial Developer,it would be fine to to have feedback on the documentation changes to perform
Q2.3,automation_doc_44,Industrial Developer,"a comprehensive tool highlighting the changes to to perform or the defects introduced in the documentation, while introducing (or evolving) my patch"
Q2.3,automation_doc_45,Industrial Developer,"I think documentation metrics, patterns or antipatterns in the code or in the documentation could be statically studied to determine things
-  to remove or changes (using the notion of antipatterns);
- things to add using the notion of patterns;
- detecting things that are inconsistent between documentation and the source code (this would be really useful in our continuous delivery pipeline)
"
Q2.3,automation_doc_46,CS Student,not sure about it.
Q2.3,automation_doc_47,Open Source Developer,not sure about this.
Q2.3,automation_doc_48,Industrial Developer,"automation on detecting and fixing recurrent and relevant documentation issues
for my organization"
Q2.3,automation_doc_49,Industrial Developer,  in all elements of the taxonomy
Q2.3,automation_doc_50,Industrial Developer,NA
Q2.3,automation_doc_51,Open Source Developer,do not know/do not want to say
Q2.3,automation_doc_52,Industrial Developer,there are tools like check styles and pmd for java
Q2.4,automation_style_1,Industrial Developer,"auto-formatting, fixing indent and tab/spaces - but that's not the concern of a code-review tool (we have code quality tools like sonarqube for that purpose)."
Q2.4,automation_style_2,Other Occupation,"I really do not understand the question; what do you mean by ""what kind of automation""? Sorry that I cannot be of any help here"
Q2.4,automation_style_3,Industrial Developer,"Formatting
Add missing annotations"
Q2.4,automation_style_4,Other Occupation,Full
Q2.4,automation_style_5,Senior Researcher,Most of these kind of issues should be automatically fixed by the automatic tool.
Q2.4,automation_style_6,CS Student,"consistend usage (eg. single line if statements) auto line break at max line length, linting for indention and white space usage, highlight TODO's"
Q2.4,automation_style_7,CS Student,"ALL OF THEM, at least recommend changes"
Q2.4,automation_style_8,Open Source Developer,"I actually think style automation is already developed pretty good consider tools like e.g. prettier, lint  and so"
Q2.4,automation_style_9,Senior Researcher,auto indentation tools
Q2.4,automation_style_10,Senior Researcher,"would be interesting to have a tool for evaluating my style consistency with respect to the whole project (the style applied in the organization). if checkstyle detect a style issue that is usually not remove in my organization, than, that warning is not a real issue. Style is something that is related to a specific project."
Q2.4,automation_style_11,Industrial Developer,I am not so much bothered by the Style issues. Most of them are quick to fix or the IDE (Qt Creator) already takes care of it.
Q2.4,automation_style_12,Industrial Developer,I feel like linters (e.g. eslint for Javascript) do a reasonable job of this. Making it easier for teams to add their own local rules would be helpful.
Q2.4,automation_style_13,Other Occupation,"Possibly, based on the output of static analysis tools try to automatically suggest a fix especially for brackets, indentation, blank lines and whitespaces"
Q2.4,automation_style_14,Senior Researcher,For the style? Everything should be automated. I think there are many tools already available to help on that (for example Jalopy?)
Q2.4,automation_style_15,Industrial Developer,I think this issue is already fixed by industrial tool such as Visual Stdio
Q2.4,automation_style_16,CS Student,"Fix linter style warnings (e.g., whitespace, blank lines) but don't remove TODO comments without user review !"
Q2.4,automation_style_17,CS Student,"make style suggestion if something could/can be improved, don't fix it automatically. "
Q2.4,automation_style_18,Senior Researcher,None. Sorry. :)
Q2.4,automation_style_19,Other Occupation,"I guess that this category is the easier one to fix, the I'll address mostly all of them"
Q2.4,automation_style_20,Industrial Developer,This can be done by placing a style checker in the process such that all developers obey the same style. 
Q2.4,automation_style_21,Industrial Developer,I think about style issues Checkstyle and similar tools are enough... while for other problem I'm not sure there are emerging and relevant tools for automating code review.
Q2.4,automation_style_22,Senior Researcher,"I think toolssuch as Checstyle already fix/handle such problems.

However, as explained before I  I would try to understand which problems are recurrent in code reviews, e.g.,  defining patterns and anti-patterns characterizing the ""code styles"", then  defining solutions around it."
Q2.4,automation_style_23,Senior Researcher,N.A
Q2.4,automation_style_24,Industrial Developer,"I would expect  static tools profiling my changes my code and providing me feedback encapsulating aspects related to coding styles or other aspects. Clearly, even recommendations on the general required changes on a submitted patch would be really useful in my opinion."
Q2.4,automation_style_25,Senior Researcher,"probably, automatic correction can be used. but that part is a pure engineering problem."
Q2.4,automation_style_26,Senior Researcher,"Everything listed expect removing commented out code, since it may be important and grouping."
Q2.4,automation_style_27,Open Source Developer,"We require comprehensive, clear documentation and strict, simple coding style. We have our own Android code guidelines and use Android coding guidelines for contributors as a basis. “Clean Code: A Handbook of Agile Software Craftsmanship” (has recommendations on clean coding and code styling).

It would be great to have tools  able to answer the following questions automatically:

- did I have introduced imperfections at the level of documentation and coding style..?

Again, having the location (e.g., the set of files) where the problem was introduced would be relevant too.."
Q2.4,automation_style_28,Industrial Developer,"Let me say that I would like automated feedback on production and test code for quality issues (e.g.,  structure, coverage, suggestions on how to refactoring production and test code, etc.), documentation & coding style and possibly performance issues; Performance and Security issues

From one side code and code changes metrics + code change patters 
would a useful information to study previous changes in the software and its documentation to learn more about upcoming (and recurrent) mistakes.
I would mine this information with some data mining techniques and machine learning to learn these patterns and/or identify some of the problems.
Ont top of this, I think auto-fixing strategies could be envisioned.
"
Q2.4,automation_style_29,Senior Researcher,Make sure the code confirms to the project style
Q2.4,automation_style_30,Open Source Developer,"Tools like flake8 (python) or gometalinter (golang) and similar that detect flaws in source code.   Some of these can suggest fixes, or have companion tools (python: autopep8, golang: gofmt) that can automate these fixes."
Q2.4,automation_style_31,Industrial Developer,Whitespace and indentation. These can be very easily fixed.
Q2.4,automation_style_32,Other Occupation,N
Q2.4,automation_style_33,Industrial Developer,"i would use NLP analysis to study the coding style of the team/project, thus detect recurrent style issues (explaining what is wrong in my style), providing auto-fix solutions when possible.."
Q2.4,automation_style_34,Industrial Developer,as in the previous case:  some text mining and nlp analysis to detect patterns used o correct mistakes in the style.
Q2.4,automation_style_35,Industrial Developer,similar comments as before (detection and auto-fix).
Q2.4,automation_style_36,Industrial Developer,"i think tools like pmd, checkstyle alread y detect such problems, but are not always so accurate.."
Q2.4,automation_style_37,Industrial Developer,"i think tools for this already exists, find bugs, pmd , checkstyles.."
Q2.4,automation_style_38,Industrial Developer,a similar automation written before but based on static analysis.
Q2.4,automation_style_39,Industrial Developer, autofixes 
Q2.4,automation_style_40,Industrial Developer,detection of recurrent problems and auto-fixes (or recommendation of potential solutions?)
Q2.4,automation_style_41,Industrial Developer,Automaticly structure the code such that it confirms with the standards.
